year,round,player,team,score
2020,1,Jack Viney,Demons,132
2020,1,Dylan Shiel,Bombers,122
2020,1,Ben Cunnington,Kangaroos,117
2020,1,Luke Shuey,Eagles,116
2020,1,Brodie Grundy,Magpies,114
2020,1,Luke Parker,Swans,113
2020,1,Jeremy Howe,Magpies,110
2020,1,Lachie Neale,Lions,108
2020,1,Andrew Gaff,Eagles,107
2020,1,Steele Sidebottom,Magpies,107
2020,1,Taylor Adams,Magpies,105
2020,1,Ed Langdon,Demons,102
2020,1,Isaac Heeney,Swans,101
2020,1,Brad Ebert,Power,101
2020,1,Adam Saad,Bombers,100
2020,1,Luke Dunstan,Saints,100
2020,1,Chad Wingard,Hawks,100
2020,1,Josh Kennedy Injured,Swans,98
2020,1,Jarryd Lyons,Lions,98
2020,1,Liam Shiels,Hawks,97
2020,1,Zak Jones,Saints,96
2020,1,Bailey Smith,Bulldogs,95
2020,1,Sam Docherty,Blues,95
2020,1,Christopher Mayne,Magpies,94
2020,1,Shannon Hurn,Eagles,94
2020,1,Mitch Robinson,Lions,93
2020,1,Dominic Sheed,Eagles,93
2020,1,Andrew McGrath,Bombers,92
2020,1,Patrick Cripps,Blues,92
2020,1,Lewis Jetta,Eagles,92
2020,1,Rory Lobb,Dockers,92
2020,1,Liam Ryan,Eagles,91
2020,1,Tom Rockliff,Power,91
2020,1,Dustin Martin,Tigers,90
2020,1,Scott Pendlebury,Magpies,90
2020,1,Christian Petracca,Demons,90
2020,1,Nathan Fyfe,Dockers,89
2020,1,Dion Prestia,Tigers,89
2020,1,Gary Ablett,Cats,89
2020,1,Jy Simpkin,Kangaroos,89
2020,1,Brett Bewley,Dockers,89
2020,1,Jacob Hopper,Giants,89
2020,1,Mitchell Duncan,Cats,89
2020,1,Jack Billings,Saints,87
2020,1,Harry Perryman,Giants,86
2020,1,Jack Martin,Blues,86
2020,1,Jared Polec,Kangaroos,86
2020,1,Darcy Byrne-Jones,Power,86
2020,1,Connor Rozee,Power,85
2020,1,Nick Haynes,Giants,85
2020,1,Isaac Smith,Hawks,85
2020,1,Michael Hibberd,Demons,85
2020,1,Travis Boak,Power,84
2020,1,Jackson Macrae,Bulldogs,84
2020,1,Touk Miller,Suns,84
2020,1,Shai Bolton,Tigers,83
2020,1,Liam Duggan,Eagles,83
2020,1,Jaeger O'Meara,Hawks,83
2020,1,Mason Redman,Bombers,82
2020,1,Jack Steele,Saints,82
2020,1,Levi Casboult,Blues,82
2020,1,Brody Mihocek,Magpies,82
2020,1,Tom Mitchell,Hawks,82
2020,1,Kyle Langford,Bombers,82
2020,1,Karl Amon,Power,82
2020,1,Darcy Tucker,Dockers,82
2020,1,Toby Greene,Giants,81
2020,1,James Worpel,Hawks,81
2020,1,Joshua Kelly,Giants,81
2020,1,Tim Kelly,Eagles,81
2020,1,Michael Walters,Dockers,80
2020,1,Brayden Fiorini,Suns,80
2020,1,Eric Hipwood,Lions,80
2020,1,Jordan Ridley,Bombers,80
2020,1,Sam Jacobs,Giants,80
2020,1,Hayden Crozier,Bulldogs,79
2020,1,Ryan Burton,Power,79
2020,1,Tom Papley,Swans,79
2020,1,Dan Houston,Power,79
2020,1,Michael Hurley,Bombers,79
2020,1,Rory Sloane,Crows,78
2020,1,Sam Naismith Injured,Swans,78
2020,1,Marc Murphy,Blues,78
2020,1,Daniel Hannebery,Saints,78
2020,1,Todd Goldstein,Kangaroos,77
2020,1,Robbie Gray,Power,76
2020,1,Brayden Maynard,Magpies,76
2020,1,Tom Hawkins,Cats,76
2020,1,Sam Powell-Pepper,Power,76
2020,1,Dean Kent,Saints,76
2020,1,Zachary Merrett,Bombers,75
2020,1,Ben Ainsworth,Suns,74
2020,1,Tom Barrass,Eagles,74
2020,1,Clayton Oliver,Demons,74
2020,1,Stephen Coniglio,Giants,74
2020,1,Luke Breust,Hawks,74
2020,1,Jake Stringer,Bombers,73
2020,1,Max Gawn,Demons,73
2020,1,Will Hoskin-Elliott,Magpies,73
2020,1,Shaun Higgins,Kangaroos,73
2020,1,David Swallow,Suns,73
2020,1,Will Snelling,Bombers,72
2020,1,Kade Simpson,Blues,72
2020,1,Callum Mills,Swans,72
2020,1,Oliver Florent,Swans,72
2020,1,Ivan Soldo,Tigers,71
2020,1,Lachlan Hunter,Bulldogs,71
2020,1,Alex Keath,Bulldogs,71
2020,1,Daniel Lloyd,Giants,71
2020,1,Devon Smith,Bombers,70
2020,1,Josh Daicos,Magpies,70
2020,1,Rory Laird,Crows,70
2020,1,Shaun Burgoyne,Hawks,70
2020,1,Sam Gray,Swans,70
2020,1,Bradley Sheppard,Eagles,69
2020,1,Daniel Rioli,Tigers,69
2020,1,Brandon Ellis,Suns,69
2020,1,Justin Westhoff,Power,69
2020,1,Patrick Ryder,Saints,68
2020,1,Lachie Whitfield,Giants,68
2020,1,Reece Conca,Dockers,68
2020,1,Josh Caddy,Tigers,67
2020,1,John Noble,Magpies,67
2020,1,Bailey Williams,Bulldogs,67
2020,1,Tom Lynch,Crows,67
2020,1,Jayden Short,Tigers,66
2020,1,Lachlan Weller,Suns,66
2020,1,Rowan Marshall,Saints,65
2020,1,Sam Walsh,Blues,65
2020,1,Tom Bellchambers,Bombers,64
2020,1,Lachlan Murphy,Crows,64
2020,1,Steven Motlop,Power,64
2020,1,Oliver Hanrahan,Hawks,64
2020,1,Matt Rowell,Suns,64
2020,1,Luke Dahlhaus,Cats,63
2020,1,Angus Brayshaw,Demons,63
2020,1,Rory Atkins,Crows,63
2020,1,Trent Cotchin,Tigers,63
2020,1,Todd Marshall,Power,63
