year,round,player,team,score
2015,1,Taylor Walker,Crows,177
2015,1,Adam Treloar,Giants,157
2015,1,Jordan Lewis,Hawks,154
2015,1,Eddie Betts,Crows,154
2015,1,Sam Docherty,Blues,147
2015,1,Rory Sloane,Crows,145
2015,1,Jeremy McGovern,Eagles,145
2015,1,Brodie Smith,Crows,144
2015,1,Brad Ebert,Power,142
2015,1,Matthew Pavlich,Dockers,139
2015,1,Dylan Shiel,Giants,136
2015,1,Steele Sidebottom,Magpies,136
2015,1,Daniel Hannebery,Swans,133
2015,1,Steve Johnson,Cats,131
2015,1,Oliver Wines,Power,130
2015,1,Josh Kennedy Injured,Swans,127
2015,1,Danyle Pearce,Dockers,126
2015,1,Marcus Bontempelli,Bulldogs,126
2015,1,Daniel Rich,Lions,126
2015,1,Kieren Jack,Swans,126
2015,1,Tom McDonald,Demons,125
2015,1,Patrick Dangerfield,Crows,123
2015,1,Brandon Ellis,Tigers,123
2015,1,Robbie Gray,Power,122
2015,1,Jeff Garlett,Demons,121
2015,1,Chad Wingard,Power,121
2015,1,Kamdyn Mcintosh,Tigers,120
2015,1,David Mundy,Dockers,119
2015,1,Jeremy Howe,Demons,119
2015,1,Gary Ablett,Suns,119
2015,1,Dyson Heppell,Bombers,117
2015,1,Taylor Hunt,Tigers,117
2015,1,Nathan Fyfe,Dockers,115
2015,1,Nick Vlastuin,Tigers,115
2015,1,Tom Bell,Blues,115
2015,1,Jared Polec,Power,113
2015,1,Scott Pendlebury,Magpies,113
2015,1,Alex Rance,Tigers,112
2015,1,Jarryn Geary,Saints,111
2015,1,Shaun Burgoyne,Hawks,111
2015,1,Dane Swan,Magpies,111
2015,1,Leigh Montagna,Saints,110
2015,1,Luke Dahlhaus,Bulldogs,109
2015,1,Anthony Miles,Tigers,109
2015,1,Chris Judd,Blues,108
2015,1,Josh Gibson,Hawks,108
2015,1,Dayne Beams,Lions,108
2015,1,Jarryd Blair,Magpies,107
2015,1,Rory Laird,Crows,107
2015,1,Dion Prestia,Suns,107
2015,1,Cale Hooker,Bombers,106
2015,1,Jarryd Roughead,Hawks,105
2015,1,Dayne Zorko,Lions,105
2015,1,Andrew Gaff,Eagles,104
2015,1,Jobe Watson,Bombers,104
2015,1,Steven May,Suns,104
2015,1,Shane Edwards,Tigers,103
2015,1,Kade Simpson,Blues,103
2015,1,Paul Puopolo,Hawks,103
2015,1,Jason Johannisen,Bulldogs,103
2015,1,Jamie Cripps,Eagles,102
2015,1,Bachar Houli,Tigers,102
2015,1,Mathew Stokes,Cats,102
2015,1,Richard Douglas,Crows,102
2015,1,Michael Rischitelli,Suns,102
2015,1,Matthew Boyd,Bulldogs,101
2015,1,Shane Savage,Saints,101
2015,1,Jack Watts,Demons,101
2015,1,Adam Schneider,Saints,100
2015,1,Todd Goldstein,Kangaroos,100
2015,1,Jack Steven,Saints,100
2015,1,Sam Fisher,Saints,100
2015,1,Lachie Whitfield,Giants,100
2015,1,Nathan Jones,Demons,99
2015,1,Aaron Vandenberg,Demons,99
2015,1,Mark Blicavs,Cats,99
2015,1,Daniel Cross,Demons,99
2015,1,Callan Ward,Giants,99
2015,1,Taylor Adams,Magpies,98
2015,1,Shane Mumford,Giants,98
2015,1,Cyril Rioli,Hawks,98
2015,1,Luke Parker,Swans,98
2015,1,Dane Rampe,Swans,98
2015,1,Shaun Atley,Kangaroos,98
2015,1,Mitchell Wallis,Bulldogs,97
2015,1,Lin Jong,Bulldogs,97
2015,1,Luke Hodge,Hawks,97
2015,1,Will Minson,Bulldogs,96
2015,1,Isaac Heeney,Swans,96
2015,1,Dylan Roberton,Saints,96
2015,1,Harley Bennell,Suns,96
2015,1,Matthew Leuenberger,Lions,96
2015,1,Lachie Neale,Dockers,96
2015,1,Matthew Rosa,Eagles,96
2015,1,Cameron Shenton,Saints,96
2015,1,Maverick Weller,Saints,95
2015,1,Jake Stringer,Bulldogs,95
2015,1,Jack Redden,Lions,95
2015,1,Ben Howlett,Bombers,95
2015,1,Josh Jenkins,Crows,94
2015,1,Corey Enright,Cats,94
2015,1,Jonathon Ceglar,Hawks,94
2015,1,Chris Masten,Eagles,93
2015,1,Craig Bird,Swans,93
2015,1,Steven Motlop,Cats,92
2015,1,Cameron Guthrie,Cats,92
2015,1,Jeremy Laidler,Swans,92
2015,1,Dale Morris,Bulldogs,92
2015,1,Sam Lloyd,Tigers,92
2015,1,Nicholas Naitanui,Eagles,92
2015,1,Jake Melksham,Bombers,91
2015,1,Kurt Tippett,Swans,91
2015,1,Sam Gibson,Kangaroos,91
2015,1,Allen Christensen,Lions,91
2015,1,Colin Garland,Demons,91
2015,1,Jack Viney,Demons,91
2015,1,Lance Franklin,Swans,90
2015,1,Jimmy Bartel,Cats,90
2015,1,Shaun Higgins,Kangaroos,90
2015,1,Mark Jamar,Demons,90
2015,1,Tom Langdon,Magpies,90
2015,1,Marco Paparone,Lions,90
2015,1,Jack Riewoldt,Tigers,89
2015,1,Adam Saad,Suns,89
2015,1,Nick Riewoldt,Saints,89
2015,1,Scott Selwood,Eagles,89
2015,1,Michael Hurley,Bombers,88
2015,1,Paul Chapman,Bombers,87
2015,1,William Langford,Hawks,87
2015,1,Luke Breust,Hawks,87
2015,1,Jamie Elliott,Magpies,87
2015,1,Ben Cunnington,Kangaroos,87
2015,1,Troy Menzel,Blues,87
2015,1,Angus Brayshaw,Demons,86
2015,1,Sam Mitchell,Hawks,86
2015,1,Lynden Dunn,Demons,86
2015,1,Shannon Hurn,Eagles,86
2015,1,Hamish Hartlett,Power,86
2015,1,Kane Cornes,Power,86
2015,1,Lewis Taylor,Lions,86
2015,1,Jarrod Harbrow,Suns,86
2015,1,Kyle Cheney,Crows,86
2015,1,Cameron McCarthy,Giants,85
2015,1,Jack Crisp,Magpies,85
2015,1,Ryan Bastinac,Kangaroos,85
2015,1,Mitch Robinson,Lions,85
2015,1,Heath Shaw,Giants,85
2015,1,Lee Spurr,Dockers,84
2015,1,Andrejs Everitt,Blues,84
2015,1,Luke Shuey,Eagles,84
2015,1,Christopher Yarran,Blues,84
2015,1,Jesse White,Magpies,83
2015,1,Edward Curnow,Blues,83
2015,1,Daniel Merrett,Lions,83
2015,1,Tom Bellchambers,Bombers,82
2015,1,Claye Beams,Lions,82
2015,1,Travis Boak,Power,82
2015,1,Bryce Gibbs,Blues,82
2015,1,Ivan Maric,Tigers,82
2015,1,Nathan Van Berlo,Crows,82
2015,1,Tory Dickson,Bulldogs,82
2015,1,Jack Ziebell,Kangaroos,82
2015,1,James Kelly,Cats,82
2015,1,Lindsay Thomas,Kangaroos,81
2015,1,Josh Bruce,Saints,81
2015,1,Dom Tyson,Demons,81
2015,1,Michael Talia,Bulldogs,80
2015,1,Joel Patfull,Giants,80
2015,1,Jackson Macrae,Bulldogs,80
2015,1,Sam Butler,Eagles,80
2015,1,Jesse Hogan,Demons,79
2015,1,Justin Westhoff,Power,79
2015,1,David Swallow,Suns,79
2015,1,Benjamin Griffiths,Tigers,79
2015,1,Nick Malceski,Suns,79
2015,1,Cameron Ellis-Yolmen,Crows,78
2015,1,Ben Newton,Demons,78
2015,1,Jackson Trengove,Power,78
2015,1,Matthew Priddis,Eagles,78
2015,1,Mitchell Clark,Cats,78
2015,1,Nick Smith,Swans,78
2015,1,Patrick Ryder,Power,77
2015,1,David Armitage,Saints,77
2015,1,Jack Hombsch,Power,77
2015,1,Simon White,Blues,77
2015,1,Alex Fasolo,Magpies,77
2015,1,Stewart Crameri,Bulldogs,77
2015,1,Devon Smith,Giants,77
2015,1,Jake Batchelor,Tigers,76
2015,1,Matthew Broadbent,Power,76
2015,1,Joshua Kelly,Giants,76
2015,1,Mark Lecras,Eagles,76
2015,1,Ben McEvoy,Hawks,76
2015,1,David Zaharakis,Bombers,76
2015,1,Travis Cloke,Magpies,76
2015,1,Phil Davis,Giants,76
2015,1,Daniel Talia,Crows,75
2015,1,Zac Smith,Suns,75
2015,1,Zachary Merrett,Bombers,75
2015,1,Michael Barlow,Dockers,75
2015,1,Shaun Grigg,Tigers,74
2015,1,Dustin Fletcher,Bombers,74
2015,1,Patrick Ambrose,Bombers,74
2015,1,Paul Duffield,Dockers,74
2015,1,Thomas Jonas,Power,74
2015,1,Adam Tomlinson,Giants,73
2015,1,Ben Sinclair,Magpies,73
2015,1,Rhys Palmer,Giants,73
2015,1,Brodie Grundy,Magpies,73
2015,1,Matthew Jaensch,Crows,73
2015,1,Sam Jacobs,Crows,73
2015,1,Jed Adcock,Lions,73
2015,1,Heritier Lumumba,Demons,73
2015,1,Luke Dunstan,Saints,72
2015,1,Tomas Bugg,Giants,72
2015,1,Andrew Carrazzo,Blues,72
2015,1,Nick Dal Santo,Kangaroos,72
2015,1,Joshua Green,Lions,72
2015,1,Joshua Kennedy,Eagles,72
2015,1,Heath Grundy,Swans,71
2015,1,Jamie MacMillan,Kangaroos,71
2015,1,David MacKay,Crows,71
2015,1,Harry Cunningham,Swans,71
2015,1,Tom Rockliff,Lions,71
2015,1,Travis Varcoe,Magpies,71
2015,1,Daniel Gorringe,Suns,71
2015,1,Alan Toovey,Magpies,71
2015,1,Jaden McGrath,Lions,70
2015,1,Sharrod Wellingham,Eagles,70
2015,1,Bradley Hill,Hawks,70
2015,1,Adam Cooney,Bombers,70
2015,1,Jack Gunston,Hawks,70
2015,1,Ryan Griffen,Giants,70
2015,1,James Frawley,Hawks,69
2015,1,Joel Selwood,Cats,69
2015,1,Aaron Sandilands,Dockers,69
2015,1,Justin Clarke,Lions,69
2015,1,Jack Newnes,Saints,69
2015,1,Martin Gleeson,Bombers,69
2015,1,Andrew Swallow,Kangaroos,69
2015,1,Jeremy Cameron,Giants,68
2015,1,Brett Goodes,Bulldogs,68
2015,1,Sean Dempster,Saints,68
2015,1,Josh Caddy,Cats,67
2015,1,Nick Haynes,Giants,67
2015,1,Troy Chaplin,Tigers,67
2015,1,Elliot Yeo,Eagles,67
2015,1,Michael Johnson,Dockers,67
2015,1,Stefan Martin,Lions,67
2015,1,Jasper Pittard,Power,67
2015,1,Kyle Hartigan,Crows,66
2015,1,Jackson Ramsay,Magpies,66
2015,1,Brett Deledio,Tigers,66
2015,1,Jarman Impey,Power,66
2015,1,Brendon Goddard,Bombers,66
2015,1,Mitch Honeychurch,Bulldogs,65
2015,1,Jared Rivers,Cats,65
2015,1,Tom Lynch,Crows,65
2015,1,Taylor Duryea,Hawks,65
2015,1,Mike Pyke,Swans,65
2015,1,Brian Lake,Hawks,65
2015,1,Marc Murphy,Blues,64
2015,1,Jack Martin,Suns,64
2015,1,Scott Lycett,Eagles,64
2015,1,Travis Colyer,Bombers,64
2015,1,Lewis Jetta,Swans,63
2015,1,Mitchell Duncan,Cats,63
2015,1,Robert Murphy,Bulldogs,63
2015,1,Isaac Smith,Hawks,63
2015,1,Sam Rowe,Blues,63
2015,1,Trent Cotchin,Tigers,63
2015,1,Tom Scully,Giants,63
2015,1,Matthew Suckling,Hawks,63
2015,1,Zachary Clarke,Dockers,62
2015,1,Luke Brown,Crows,62
2015,1,Dean Towers,Swans,62
2015,1,Mark Baguley,Bombers,61
2015,1,Cameron Sutcliffe,Dockers,61
2015,1,Luke McPharlin,Dockers,61
2015,1,Ted Richards,Swans,61
2015,1,Scott Thompson,Kangaroos,61
2015,1,Bradley Sheppard,Eagles,61
2015,1,Billy Longer,Saints,60
2015,1,Matthew White,Power,60
2015,1,Clancee Pearce,Dockers,60
2015,1,Thomas Sheridan,Dockers,60
2015,1,Gary Rohan,Swans,60
2015,1,Cameron Wood,Blues,60
2015,1,Lachlan Henderson,Blues,60
