year,round,displayName,team,score
2013,1,mitch clark,Melbourne,61
2013,1,matt shaw,Gold Coast,61
2013,1,daniel rich,Brisbane Lions,61
2013,1,travis varcoe,Geelong,61
2013,1,joel patfull,Brisbane Lions,61
2013,1,ben griffiths,Richmond,61
2013,1,stefan martin,Brisbane Lions,61
2013,1,steven may,Gold Coast,60
2013,1,jamie elliott,Collingwood,60
2013,1,matthew lobbe,Port Adelaide,60
2013,1,jed adcock,Brisbane Lions,60
2013,1,patrick karnezis,Brisbane Lions,60
2013,1,matthew pavlich,Fremantle,60
2013,1,darren glass,West Coast,59
2013,1,koby stevens,Western Bulldogs,59
2013,1,luke russell,Gold Coast,59
2013,1,dennis armfield,Carlton,59
2013,1,drew petrie,North Melbourne,59
2013,1,elliot yeo,Brisbane Lions,59
2013,1,jarryd roughead,Hawthorn,58
2013,1,kepler bradley,Fremantle,58
2013,1,matthew warnock,Gold Coast,58
2013,1,ben reid,Collingwood,58
2013,1,phil davis,Greater Western Sydney,58
2013,1,beau maister,St Kilda,57
2013,1,mark blicavs,Geelong,57
2013,1,greg broughton,Gold Coast,57
2013,1,tendai mzungu,Fremantle,57
2013,1,jake neade,Port Adelaide,57
2013,1,nathan grima,North Melbourne,57
2013,1,luke shuey,West Coast,56
2013,1,bradley hill,Hawthorn,56
2013,1,stephen milne,St Kilda,56
2013,1,josh bootsma,Carlton,56
2013,1,lachie plowman,Greater Western Sydney,56
2013,1,billy longer,Brisbane Lions,55
2013,1,sam day,Gold Coast,55
2013,1,luke mcpharlin,Fremantle,55
2013,1,jake king,Richmond,55
2013,1,shaun atley,North Melbourne,55
2013,1,michael hurley,Essendon,55
2013,1,liam jones,Western Bulldogs,55
2013,1,paddy ryder,Essendon,54
2013,1,chris yarran,Carlton,54
2013,1,andrew moore,Port Adelaide,54
2013,1,jarrad redden,Port Adelaide,53
2013,1,shannon byrnes,Melbourne,53
2013,1,martin clarke,Collingwood,53
2013,1,sam gibson,North Melbourne,52
2013,1,hayden ballantyne,Fremantle,52
2013,1,lewis roberts-thomson,Sydney,52
2013,1,bernie vince,Adelaide,51
2013,1,nick duigan,Carlton,51
2013,1,brandon matera,Gold Coast,50
2013,1,zach tuohy,Carlton,50
2013,1,martin mattner,Sydney,50
2013,1,lachie whitfield,Greater Western Sydney,49
2013,1,sam dwyer,Collingwood,49
2013,1,michael johnson,Fremantle,49
2013,1,matt de boer,Fremantle,48
2013,1,leigh adams,North Melbourne,48
2013,1,jack watts,Melbourne,48
2013,1,aaron cornelius,Brisbane Lions,47
2013,1,brad sheppard,West Coast,47
2013,1,jeremy cameron,Greater Western Sydney,46
2013,1,nick lower,Western Bulldogs,46
2013,1,jared petrenko,Adelaide,45
2013,1,tom jonas,Port Adelaide,45
2013,1,ashley smith,West Coast,45
2013,1,ben jacobs,North Melbourne,45
2013,1,toby greene,Greater Western Sydney,45
2013,1,brent macaffer,Collingwood,44
2013,1,jamie macmillan,North Melbourne,44
2013,1,luke brown,Adelaide,44
2013,1,stewart crameri,Essendon,44
2013,1,dane rampe,Sydney,43
2013,1,kieran harper,North Melbourne,43
2013,1,jordan russell,Collingwood,43
2013,1,matt maguire,Brisbane Lions,43
2013,1,troy chaplin,Richmond,43
2013,1,ben rutten,Adelaide,42
2013,1,aaron hall,Gold Coast,41
2013,1,jordan murdoch,Geelong,41
2013,1,jonathan brown,Brisbane Lions,40
2013,1,ashley mcgrath,Brisbane Lions,40
2013,1,adam kennedy,Greater Western Sydney,38
2013,1,tom lonergan,Geelong,37
2013,1,lewis jetta,Sydney,37
2013,1,stephen gilham,Greater Western Sydney,36
2013,1,nathan brown,Collingwood,36
2013,1,ben johnson,Collingwood,36
2013,1,trent west,Geelong,36
2013,1,ahmed saad,St Kilda,35
2013,1,jack gunston,Hawthorn,35
2013,1,brandon ellis,Richmond,35
2013,1,eric mackenzie,West Coast,33
2013,1,claye beams,Brisbane Lions,33
2013,1,josh caddy,Geelong,33
2013,1,tom gillies,Melbourne,33
2013,1,daniel talia,Adelaide,32
2013,1,jack newnes,St Kilda,31
2013,1,james sellar,Melbourne,31
2013,1,mark baguley,Essendon,31
2013,1,liam anthony,North Melbourne,30
2013,1,brodie martin,Adelaide,30
2013,1,zac dawson,Fremantle,29
2013,1,tom hickey,St Kilda,28
2013,1,david zaharakis,Essendon,28
2013,1,scott lycett,West Coast,27
2013,1,adam selwood,West Coast,27
2013,1,sam wright,North Melbourne,26
2013,1,aaron joseph,Carlton,26
2013,1,karmichael hunt,Gold Coast,25
2013,1,steven morris,Richmond,25
2013,1,jimmy toumpas,Melbourne,25
2013,1,liam shiels,Hawthorn,24
2013,1,luke tapscott,Melbourne,24
2013,1,robin nahas,Richmond,24
2013,1,clay smith,Western Bulldogs,23
2013,1,andrew embley,West Coast,23
2013,1,mitch robinson,Carlton,20
2013,1,levi casboult,Carlton,19
2013,1,jed anderson,Hawthorn,17
2013,1,sam blease,Melbourne,16
2013,1,kane mitchell,Port Adelaide,13
2013,1,tony armstrong,Sydney,12
2013,1,james polkinghorne,Brisbane Lions,12
2013,1,taylor adams,Greater Western Sydney,8
2013,1,cam sutcliffe,Fremantle,5
2013,1,george horlin-smith,Geelong,5
2013,1,trent dennis-lane,St Kilda,0
2013,2,jobe watson,Essendon,166
2013,2,justin westhoff,Port Adelaide,163
2013,2,pearce hanley,Brisbane Lions,160
2013,2,jamie elliott,Collingwood,159
2013,2,jimmy bartel,Geelong,157
2013,2,dyson heppell,Essendon,149
2013,2,chad wingard,Port Adelaide,145
2013,2,jarrad mcveigh,Sydney,144
2013,2,tom bellchambers,Essendon,144
2013,2,will minson,Western Bulldogs,143
2013,2,scott thompson,Adelaide,140
2013,2,joel selwood,Geelong,140
2013,2,stewart crameri,Essendon,139
2013,2,jack riewoldt,Richmond,138
2013,2,sam mitchell,Hawthorn,134
2013,2,tom liberatore,Western Bulldogs,133
2013,2,luke parker,Sydney,133
2013,2,jeff garlett,Carlton,131
2013,2,steele sidebottom,Collingwood,131
2013,2,ben mcevoy,St Kilda,130
2013,2,kieren jack,Sydney,130
2013,2,brendon goddard,Essendon,129
2013,2,brent stanton,Essendon,128
2013,2,nat fyfe,Fremantle,127
2013,2,ben howlett,Essendon,127
2013,2,grant birchall,Hawthorn,126
2013,2,adam cooney,Western Bulldogs,124
2013,2,kane cornes,Port Adelaide,123
2013,2,travis boak,Port Adelaide,123
2013,2,charlie dixon,Gold Coast,123
2013,2,aaron mullett,North Melbourne,122
2013,2,mike pyke,Sydney,121
2013,2,scott pendlebury,Collingwood,121
2013,2,cyril rioli,Hawthorn,120
2013,2,david swallow,Gold Coast,120
2013,2,jaeger omeara,Gold Coast,120
2013,2,trent cotchin,Richmond,119
2013,2,ryan okeefe,Sydney,118
2013,2,dean cox,West Coast,118
2013,2,james frawley,Melbourne,117
2013,2,clinton jones,St Kilda,116
2013,2,lance franklin,Hawthorn,116
2013,2,jeremy howe,Melbourne,116
2013,2,quinten lynch,Collingwood,114
2013,2,brett deledio,Richmond,114
2013,2,paul chapman,Geelong,114
2013,2,reece conca,Richmond,113
2013,2,matt priddis,West Coast,113
2013,2,matthew broadbent,Port Adelaide,111
2013,2,clay smith,Western Bulldogs,111
2013,2,andrew swallow,North Melbourne,111
2013,2,ryan lester,Brisbane Lions,111
2013,2,nick riewoldt,St Kilda,111
2013,2,ryan bastinac,North Melbourne,111
2013,2,sam dwyer,Collingwood,110
2013,2,matthew kreuzer,Carlton,109
2013,2,tom rockliff,Brisbane Lions,109
2013,2,josh kennedy,Sydney,108
2013,2,dan hannebery,Sydney,107
2013,2,patrick dangerfield,Adelaide,107
2013,2,daniel merrett,Brisbane Lions,106
2013,2,ivan maric,Richmond,106
2013,2,josh jenkins,Adelaide,105
2013,2,tendai mzungu,Fremantle,105
2013,2,sam jacobs,Adelaide,105
2013,2,todd goldstein,North Melbourne,105
2013,2,josh hill,West Coast,104
2013,2,dane swan,Collingwood,103
2013,2,david zaharakis,Essendon,103
2013,2,michael rischitelli,Gold Coast,103
2013,2,luke hodge,Hawthorn,103
2013,2,beau waters,West Coast,103
2013,2,josh kennedy,West Coast,103
2013,2,max bailey,Hawthorn,103
2013,2,angus monfries,Port Adelaide,102
2013,2,daniel cross,Western Bulldogs,102
2013,2,jonathon griffin,Fremantle,102
2013,2,luke shuey,West Coast,102
2013,2,ryan schoenmakers,Hawthorn,101
2013,2,matthew leuenberger,Brisbane Lions,101
2013,2,brad ebert,Port Adelaide,100
2013,2,michael walters,Fremantle,100
2013,2,heath shaw,Collingwood,100
2013,2,lachie whitfield,Greater Western Sydney,100
2013,2,rory sloane,Adelaide,100
2013,2,luke mcpharlin,Fremantle,100
2013,2,scott mcmahon,North Melbourne,100
2013,2,jarryd blair,Collingwood,99
2013,2,gary ablett,Gold Coast,99
2013,2,michael hurley,Essendon,99
2013,2,troy chaplin,Richmond,99
2013,2,dean brogan,Greater Western Sydney,99
2013,2,richard douglas,Adelaide,99
2013,2,ben rutten,Adelaide,99
2013,2,luke breust,Hawthorn,98
2013,2,leigh montagna,St Kilda,98
2013,2,brett goodes,Western Bulldogs,98
2013,2,scott thompson,North Melbourne,98
2013,2,jack ziebell,North Melbourne,98
2013,2,martin clarke,Collingwood,97
2013,2,michael barlow,Fremantle,97
2013,2,joel corey,Geelong,97
2013,2,luke brown,Adelaide,97
2013,2,sam gilbert,St Kilda,96
2013,2,matthew pavlich,Fremantle,96
2013,2,nick dal santo,St Kilda,96
2013,2,stephen coniglio,Greater Western Sydney,95
2013,2,brent moloney,Brisbane Lions,95
2013,2,shaun atley,North Melbourne,93
2013,2,chris masten,West Coast,93
2013,2,heritier lumumba,Collingwood,93
2013,2,kane lucas,Carlton,93
2013,2,lewis stevenson,Port Adelaide,93
2013,2,marc murphy,Carlton,92
2013,2,dylan shiel,Greater Western Sydney,92
2013,2,dustin martin,Richmond,92
2013,2,shaun grigg,Richmond,92
2013,2,jasper pittard,Port Adelaide,91
2013,2,paul duffield,Fremantle,91
2013,2,callan ward,Greater Western Sydney,91
2013,2,colin garland,Melbourne,91
2013,2,mark baguley,Essendon,91
2013,2,chris judd,Carlton,91
2013,2,drew petrie,North Melbourne,91
2013,2,tom hawkins,Geelong,91
2013,2,tom murphy,Gold Coast,90
2013,2,dylan roberton,St Kilda,90
2013,2,michael hibberd,Essendon,90
2013,2,jarryd roughead,Hawthorn,89
2013,2,sam gibson,North Melbourne,89
2013,2,ryan griffen,Western Bulldogs,89
2013,2,david myers,Essendon,89
2013,2,paddy ryder,Essendon,88
2013,2,luke mcguane,Richmond,87
2013,2,jude bolton,Sydney,87
2013,2,corey enright,Geelong,87
2013,2,luke dahlhaus,Western Bulldogs,86
2013,2,sam butler,West Coast,86
2013,2,dustin fletcher,Essendon,86
2013,2,bryce gibbs,Carlton,86
2013,2,andrejs everitt,Sydney,86
2013,2,jake neade,Port Adelaide,86
2013,2,toby greene,Greater Western Sydney,85
2013,2,isaac smith,Hawthorn,85
2013,2,alipate carlile,Port Adelaide,85
2013,2,campbell heath,Port Adelaide,85
2013,2,chris yarran,Carlton,85
2013,2,hayden crozier,Fremantle,85
2013,2,brad crouch,Adelaide,85
2013,2,taylor hunt,Geelong,85
2013,2,jordan russell,Collingwood,84
2013,2,james kelly,Geelong,84
2013,2,dion prestia,Gold Coast,84
2013,2,david mundy,Fremantle,84
2013,2,courtenay dempsey,Essendon,84
2013,2,jarrod harbrow,Gold Coast,83
2013,2,mitch wallis,Western Bulldogs,83
2013,2,jordan lewis,Hawthorn,83
2013,2,ben reid,Collingwood,82
2013,2,jonathan giles,Greater Western Sydney,82
2013,2,jack redden,Brisbane Lions,82
2013,2,jake king,Richmond,82
2013,2,jared petrenko,Adelaide,80
2013,2,brent reilly,Adelaide,80
2013,2,michael jamison,Carlton,80
2013,2,jack grimes,Melbourne,80
2013,2,nathan jones,Melbourne,80
2013,2,paul stewart,Port Adelaide,80
2013,2,matthew jaensch,Adelaide,80
2013,2,liam anthony,North Melbourne,80
2013,2,cameron oshea,Port Adelaide,79
2013,2,lenny hayes,St Kilda,79
2013,2,travis cloke,Collingwood,79
2013,2,dayne zorko,Brisbane Lions,79
2013,2,mitch golby,Brisbane Lions,79
2013,2,jonathon patton,Greater Western Sydney,79
2013,2,kepler bradley,Fremantle,79
2013,2,david armitage,St Kilda,79
2013,2,mathew stokes,Geelong,78
2013,2,jack hutchins,Gold Coast,78
2013,2,jack steven,St Kilda,78
2013,2,tyson goldsack,Collingwood,78
2013,2,jake carlisle,Essendon,77
2013,2,daniel rich,Brisbane Lions,77
2013,2,jake melksham,Essendon,76
2013,2,matthew warnock,Gold Coast,76
2013,2,tomas bugg,Greater Western Sydney,76
2013,2,rhys stanley,St Kilda,75
2013,2,ricky petterd,Richmond,75
2013,2,matt de boer,Fremantle,75
2013,2,nick malceski,Sydney,75
2013,2,allen christensen,Geelong,75
2013,2,mitch robinson,Carlton,75
2013,2,leigh adams,North Melbourne,75
2013,2,andrew embley,West Coast,74
2013,2,brandon matera,Gold Coast,74
2013,2,scott selwood,West Coast,74
2013,2,kade simpson,Carlton,74
2013,2,nathan van berlo,Adelaide,73
2013,2,brad sewell,Hawthorn,73
2013,2,elliot yeo,Brisbane Lions,72
2013,2,david hale,Hawthorn,72
2013,2,josh caddy,Geelong,72
2013,2,shane mumford,Sydney,72
2013,2,lachie henderson,Carlton,72
2013,2,danyle pearce,Fremantle,71
2013,2,tim mohr,Greater Western Sydney,71
2013,2,adam treloar,Greater Western Sydney,71
2013,2,ben mcglynn,Sydney,71
2013,2,bradley hill,Hawthorn,71
2013,2,sean dempster,St Kilda,71
2013,2,chris newman,Richmond,71
2013,2,andrew walker,Carlton,70
2013,2,alwyn davey,Essendon,70
2013,2,jeremy cameron,Greater Western Sydney,70
2013,2,shaun burgoyne,Hawthorn,70
2013,2,stephen hill,Fremantle,70
2013,2,lindsay thomas,North Melbourne,70
2013,2,liam picken,Western Bulldogs,70
2013,2,james polkinghorne,Brisbane Lions,69
2013,2,sam fisher,St Kilda,69
2013,2,steven motlop,Geelong,69
2013,2,shane edwards,Richmond,69
2013,2,tom young,Western Bulldogs,69
2013,2,jack darling,West Coast,69
2013,2,robert murphy,Western Bulldogs,68
2013,2,daniel wells,North Melbourne,68
2013,2,brad sheppard,West Coast,68
2013,2,ben sinclair,Collingwood,67
2013,2,nick maxwell,Collingwood,67
2013,2,shannon hurn,West Coast,67
2013,2,andrew mackie,Geelong,67
2013,2,tom lonergan,Geelong,67
2013,2,joel patfull,Brisbane Lions,67
2013,2,aaron hall,Gold Coast,67
2013,2,brent guerra,Hawthorn,66
2013,2,jay schulz,Port Adelaide,66
2013,2,clancee pearce,Fremantle,66
2013,2,david mackay,Adelaide,66
2013,2,bachar houli,Richmond,66
2013,2,steven morris,Richmond,65
2013,2,jackson trengove,Port Adelaide,65
2013,2,james podsiadly,Geelong,65
2013,2,lewis jetta,Sydney,65
2013,2,sam rowe,Carlton,65
2013,2,sam reid,Sydney,64
2013,2,matthew lobbe,Port Adelaide,64
2013,2,andrew carrazzo,Carlton,64
2013,2,dale morris,Western Bulldogs,64
2013,2,travis varcoe,Geelong,63
2013,2,josh gibson,Hawthorn,63
2013,2,nick suban,Fremantle,62
2013,2,nathan grima,North Melbourne,62
2013,2,michael johnson,Fremantle,62
2013,2,liam shiels,Hawthorn,61
2013,2,jed adcock,Brisbane Lions,61
2013,2,chris mayne,Fremantle,61
2013,2,matthew wright,Adelaide,61
2013,2,tom jonas,Port Adelaide,61
2013,2,stephen gilham,Greater Western Sydney,61
2013,2,jamie macmillan,North Melbourne,61
2013,2,mark jamar,Melbourne,60
2013,2,brent macaffer,Collingwood,60
2013,2,nick smith,Sydney,60
2013,2,ted richards,Sydney,60
2013,2,adam selwood,West Coast,60
2013,2,rhyce shaw,Sydney,60
2013,2,aaron davey,Melbourne,59
2013,2,andrew raines,Brisbane Lions,59
2013,2,jason porplyzia,Adelaide,59
2013,2,ben johnson,Collingwood,59
2013,2,ty vickery,Richmond,59
2013,2,josh green,Brisbane Lions,58
2013,2,tom mcdonald,Melbourne,58
2013,2,jackson merrett,Essendon,58
2013,2,matt shaw,Gold Coast,58
2013,2,stefan martin,Brisbane Lions,58
2013,2,jason johannisen,Western Bulldogs,58
2013,2,shane tuck,Richmond,58
2013,2,steven may,Gold Coast,57
2013,2,daniel talia,Adelaide,57
2013,2,terry milera,St Kilda,57
2013,2,robbie tarrant,North Melbourne,57
2013,2,karmichael hunt,Gold Coast,56
2013,2,mark blicavs,Geelong,56
2013,2,ahmed saad,St Kilda,56
2013,2,dean terlich,Melbourne,56
2013,2,nick lower,Western Bulldogs,55
2013,2,tom bell,Carlton,55
2013,2,joel wilkinson,Gold Coast,54
2013,2,devon smith,Greater Western Sydney,54
2013,2,ben stratton,Hawthorn,54
2013,2,rhys palmer,Greater Western Sydney,53
2013,2,jack watts,Melbourne,53
2013,2,harley bennell,Gold Coast,53
2013,2,adam kennedy,Greater Western Sydney,53
2013,2,liam jones,Western Bulldogs,53
2013,2,zach tuohy,Carlton,53
2013,2,ricky henderson,Adelaide,53
2013,2,heath grundy,Sydney,52
2013,2,darren glass,West Coast,51
2013,2,lee spurr,Fremantle,51
2013,2,ollie wines,Port Adelaide,51
2013,2,heath hocking,Essendon,50
